1,"2637,215",,step ,"From 0,1 to 100"
2,"2638,085",,,
3,"2640,105",,,
4,"2637,322",,,
5,"2637,033",,,
6,"2643,632",,,
7,"2643,38",,,
8,"2637,241",,,
9,"2638,29",,,
10,"2645,265",,,
11,"2649,509",,,
12,"2646,204",,,
13,"2652,614",,,
14,"2638,038",,,
15,"2653,176",,,
16,"2630,108",,,
17,"2649,925",,,
18,"2635,256",,,
19,"2671,082",,,
20,"2646,731",,,
21,"2641,446",,,
22,"2668,298",,,
23,"2636,065",,,
24,"2629,272",,,
25,"2639,587",,,
26,"2677,158",,,
27,"2669,028",,,
28,"2627,094",,,
29,"2641,116",,,
30,"2638,85",,,
31,"2655,542",,,
32,"2662,353",,,
33,"2690,4",,,
34,"2661,982",,,
35,"2612,658",,,
36,"2633,459",,,
37,"2630,571",,,
38,"2687,429",,,
39,"2671,121",,,
40,"2671,143",,,
41,"2676,699",,,
42,"2661,514",,,
43,"2653,36",,,
44,"2686,683",,,
45,"2677,102",,,
46,"2658,575",,,
47,"2655,542",,,
48,"2631,783",,,
49,"2602,174",,,
50,"2598,923",,,
51,"2597,597",,,
52,"2658,982",,,
53,"2669,368",,,
54,"2656,268",,,
55,"2642,446",,,
56,"2644,451",,,
57,"2647,284",,,
58,"2655,504",,,
59,"2662,053",,,
60,"2681,921",,,
61,"2631,343",,,
62,"2652,865",,,
63,"2694,365",,,
64,"2576,25",,,
65,"2716,278",,,
66,"2731,078",,,
67,"2727,651",,,
68,"2774,156",,,
69,"2684,3",,,
70,"2626,736",,,
71,"2638,777",,,
72,"2699,522",,,
73,"2685,085",,,
74,"2699,054",,,
75,"2684,641",,,
76,"2704,919",,,
77,"2743,674",,,
78,"2746,432",,,
79,"2728,956",,,
80,"2716,852",,,
81,"2703,138",,,
82,"2687,382",,,
83,"2688,453",,,
84,"2652,358",,,
85,"2719,6",,,
86,"2691,352",,,
87,"2686,7",,,
88,"2668,819",,,
89,"2665,562",,,
90,"2665,971",,,
91,"2663,237",,,
92,"2659,378",,,
93,"2690,176",,,
94,"2699,93",,,
95,"2640,703",,,
96,"2672,132",,,
97,"2614,826",,,
98,"2633,046",,,
99,"2635,886",,,
100,"2628,912",,,
101,"2628,856",,,
102,"2639,902",,,
103,"2665,731",,,
104,"2635,408",,,
105,"2640,5",,,
106,"2639,266",,,
107,"2648,737",,,
108,"2644,627",,,
109,"2671,454",,,
110,"2674,257",,,
111,"2673,78",,,
112,"2636,982",,,
113,"2684,39",,,
114,"2644,523",,,
115,"2646,074",,,
116,"2573,123",,,
117,"2574,986",,,
118,"2558,852",,,
119,"2558,652",,,
120,"2559,466",,,
121,"2537,831",,,
122,"2573,251",,,
123,"2581,562",,,
124,"2572,425",,,
125,"2587,272",,,
126,"2590,319",,,
127,"2656,538",,,
128,"2662,137",,,
129,"2646,661",,,
130,"2619,323",,,
131,"2556,265",,,
132,"2555,185",,,
133,"2571,79",,,
134,"2550,321",,,
135,"2539,668",,,
136,"2537,886",,,
137,"2553,67",,,
138,"2547,004",,,
139,"2546,048",,,
140,"2543,11",,,
141,"2521,267",,,
142,"2525,28",,,
143,"2527,906",,,
144,"2538,538",,,
145,"2547,835",,,
146,"2532,853",,,
147,"2533,231",,,
148,"2532,6",,,
149,"2520,532",,,
150,"2520,282",,,
151,"2520,811",,,
152,"2520,297",,,
153,"2517,478",,,
154,"2515,375",,,
155,"2514,657",,,
156,"2511,635",,,
157,"2514,448",,,
158,"2513,802",,,
159,"2510,394",,,
160,"2507,731",,,
161,"2506,992",,,
162,"2506,253",,,
163,"2505,914",,,
164,"2513,689",,,
165,"2516,315",,,
166,"2515,65",,,
167,"2514,985",,,
168,"2518,064",,,
169,"2525,087",,,
170,"2524,554",,,
171,"2525,087",,,
172,"2524,496",,,
173,"2523,906",,,
174,"2522,632",,,
175,"2518,367",,,
176,"2517,752",,,
177,"2503,296",,,
178,"2498,831",,,
179,"2498,116",,,
180,"2502,095",,,
181,"2501,103",,,
182,"2500,372",,,
183,"2509,141",,,
184,"2507,197",,,
185,"2505,35",,,
186,"2503,452",,,
187,"2492,717",,,
188,"2503,012",,,
189,"2506,453",,,
190,"2502,236",,,
191,"2510,275",,,
192,"2509,669",,,
193,"2513,606",,,
194,"2513,023",,,
195,"2512,441",,,
196,"2511,858",,,
197,"2512,07",,,
198,"2511,053",,,
199,"2512,099",,,
200,"2511,526",,,
201,"2510,953",,,
202,"2510,381",,,
203,"2518,062",,,
204,"2517,53",,,
205,"2514,922",,,
206,"2514,38",,,
207,"2498,252",,,
208,"2498,967",,,
209,"2498,356",,,
210,"2497,466",,,
211,"2503,4",,,
212,"2502,819",,,
213,"2502,238",,,
214,"2501,656",,,
215,"2501,075",,,
216,"2501,796",,,
217,"2501,221",,,
218,"2493,06",,,
219,"2492,45",,,
220,"2491,84",,,
221,"2486,68",,,
222,"2487,388",,,
223,"2489,107",,,
224,"2488,195",,,
225,"2487,58",,,
226,"2486,964",,,
227,"2486,088",,,
228,"2485,472",,,
229,"2484,855",,,
230,"2484,238",,,
231,"2483,622",,,
232,"2483,005",,,
233,"2482,389",,,
234,"2482,264",,,
235,"2481,65",,,
236,"2481,035",,,
237,"2480,421",,,
238,"2479,806",,,
239,"2479,192",,,
240,"2478,577",,,
241,"2477,963",,,
242,"2477,349",,,
243,"2476,734",,,
244,"2476,12",,,
245,"2475,505",,,
246,"2475,494",,,
247,"2480,324",,,
248,"2479,734",,,
249,"2479,144",,,
250,"2478,554",,,
251,"2482,531",,,
252,"2481,959",,,
253,"2481,387",,,
254,"2477,768",,,
255,"2477,184",,,
256,"2476,601",,,
257,"2476,017",,,
258,"2475,433",,,
259,"2474,849",,,
260,"2473,802",,,
261,"2473,237",,,
262,"2472,652",,,
263,"2472,066",,,
264,"2471,481",,,
265,"2470,895",,,
266,"2470,31",,,
267,"2468,801",,,
268,"2469,27",,,
269,"2486,002",,,
270,"2485,482",,,
271,"2484,961",,,
272,"2487,71",,,
273,"2487,202",,,
